object_class,space,cluster_id,cluster_size,prototype_rank,object_id,object_label,definition,cosine_to_centroid
characters,structural,32,474,7,U+478A,䞊,"to increase; to add to; to augment, in a higher degree; more, benefit; profit; advantage",0.963745
characters,structural,32,474,8,U+8D5B,赛,"compete, contend; contest, race",0.963745
characters,structural,32,474,9,U+8CEE,賮,farewell gift,0.963745
characters,structural,32,474,10,U+8D35,贵,"expensive, costly, valuable",0.963745
characters,structural,33,496,1,U+73EE,珮,jade ornament,0.978694
characters,structural,33,496,2,U+3EBF,㺿,"a jade-like stone, a kind of jade",0.978694
characters,structural,33,496,3,U+7410,琐,"trifling, petty; troublesome",0.978694
characters,structural,33,496,4,U+3EB8,㺸,a kind of jade,0.978694
characters,structural,33,496,5,U+7409,琉,"sparkling stone; glazed, opaque",0.978694
characters,structural,33,496,6,U+7401,琁,beautiful jade; star,0.978694
characters,structural,33,496,7,U+7469,瑩,"lustre of gems; bright, lustrous",0.978694
characters,structural,33,496,8,U+7459,瑙,agate; cornelian,0.978694
characters,structural,33,496,9,U+7431,琱,"engrave, inlay, carve; exhaust",0.978694
characters,structural,33,496,10,U+8056,聖,"holy, sacred; sage",0.978694
characters,structural,34,1411,1,U+6880,梀,character: 梀.,0.978873
characters,structural,34,1411,2,U+67BE,枾,persimmon,0.978873
characters,structural,34,1411,3,U+67CC,柌,character: 柌.,0.978873
characters,structural,34,1411,4,U+67F9,柹,persimmon,0.978873
characters,structural,34,1411,5,U+681C,栜,character: 栜.,0.978873
characters,structural,34,1411,6,U+682A,株,numerary adjunct for trees; root,0.978873
characters,structural,34,1411,7,U+3BAA,㮪,a small boat,0.978873
characters,structural,34,1411,8,U+684A,桊,a small iron ring or wooden stick worn on the nose of a bull,0.978873
characters,structural,34,1411,9,U+67BA,枺,character: 枺.,0.978873
characters,structural,34,1411,10,U+6858,桘,character: 桘.,0.978873
characters,structural,35,249,1,U+88EF,裯,coverlet; bedspread,0.984367
characters,structural,35,249,2,U+8930,褰,underclothing; to pick up one's skirts,0.984367
characters,structural,35,249,3,U+88C1,裁,cut out; decrease,0.984367
characters,structural,35,249,4,U+891F,褟,inner shirt or singlet,0.984367
characters,structural,35,249,5,U+4649,䙉,"clothes, the central suture; seams on the back (said of clothes)",0.984367
characters,structural,35,249,6,U+88C3,裃,old ceremonial garb; samurai garb,0.984367
characters,structural,35,249,7,U+4632,䘲,character: 䘲.,0.984367
characters,structural,35,249,8,U+88D7,裗,character: 裗.,0.984367
characters,structural,35,249,9,U+8924,褤,character: 褤.,0.984367
characters,structural,35,249,10,U+88CA,裊,curling upwards; wavering gently,0.984367
characters,structural,36,794,1,U+44D0,䓐,name of a variety of grass,0.974122
characters,structural,36,794,2,U+4492,䒒,(same as 芀) name of a plant (much used for making brooms); a reed,0.974122
characters,structural,36,794,3,U+8458,葘,character: 葘.,0.974122
characters,structural,36,794,4,U+44AE,䒮,character: 䒮.,0.974122
characters,structural,36,794,5,U+8363,荣,"glory, honor; flourish, prosper",0.974122
characters,structural,36,794,6,U+8365,荥,a county in Henan; the rising and dashing of waves,0.974122
characters,structural,36,794,7,U+44BB,䒻,a medical herb; acrid taste; poisonless; harmless,0.974122
characters,structural,36,794,8,U+85AB,薫,a medicinal herb; to cauterize,0.974122
characters,structural,36,794,9,U+85A7,薧,dried food,0.974122
characters,structural,36,794,10,U+85A4,薤,"Allium bakeri; shallots, scallion",0.974122
characters,structural,37,140,1,U+5351,卑,"humble, low, inferior; despise",0.963496
characters,structural,37,140,2,U+5343,千,"thousand; many, numerous; very; (Cant.) a cheater, swindler",0.899735
characters,structural,37,140,3,U+5564,啤,beer,0.856435
characters,structural,37,140,4,U+7A17,稗,"darnels, weeds, tares small",0.849094
characters,structural,37,140,5,U+6E12,渒,character: 渒.,0.846647
characters,structural,37,140,6,U+6911,椑,oval,0.846647
characters,structural,37,140,7,U+5EB3,庳,a low-built house,0.846647
characters,structural,37,140,8,U+930D,錍,character: 錍.,0.846647
characters,structural,37,140,9,U+4FFE,俾,"so that, in order that; to cause; (Cant.) to give (synonymous with Mandarin 給)",0.846647
characters,structural,37,140,10,U+8406,萆,the castor-oil plant,0.846647
characters,structural,38,255,1,U+5ECF,廏,stable; barnyard,0.94702
characters,structural,38,255,2,U+3898,㢘,"(non-classical form) (a variant of 廉) pure, modest, incorrupt, not avaricious--thus: reasonable in price",0.94702
characters,structural,38,255,3,U+5EB8,庸,"usual, common, ordinary, mediocre",0.94702
characters,structural,38,255,4,U+5E7F,广,"wide, extensive, broad; rad. 53",0.94702
characters,structural,38,255,5,U+3882,㢂,"(terrains) of highly strategic; precipitous (hill, etc. a big mound; (same as 㢈) a collapsed house, to hit, to catch something",0.94702
characters,structural,38,255,6,U+5E82,庂,character: 庂.,0.756304
characters,structural,38,255,7,U+50AD,傭,"hire, employ, charter; servant",0.756304
characters,structural,38,255,8,U+5739,圹,"tomb, grave: prairie; open wilderness",0.737922
characters,structural,38,255,9,U+5889,墉,wall; fortified wall; small wall,0.737922
characters,structural,38,255,10,U+5E84,庄,"village, hamlet; villa, manor",0.737922
characters,structural,39,79,1,U+355A,㕚,"(ancient form of 爪) claws of birds or animals, feet, to scratch, to claw, to grasp",0.98317
characters,structural,39,79,2,U+7782,瞂,character: 瞂.,0.98317
characters,structural,39,79,3,U+72AE,犮,to pull up,0.98317
characters,structural,39,79,4,U+53C9,叉,"crotch; fork, prong",0.98317
characters,structural,39,79,5,U+86A4,蚤,flea; louse,0.884046
characters,structural,39,79,6,U+86C2,蛂,character: 蛂.,0.884046
characters,structural,39,79,7,U+8307,茇,"grass, thatch",0.823078
characters,structural,39,79,8,U+6CB7,沷,to remove evil; to cleanse; to wash away,0.823078
characters,structural,39,79,9,U+6C4A,汊,a branching stream,0.823078
characters,structural,39,79,10,U+62D4,拔,"uproot, pull out",0.823078
characters,structural,40,322,1,U+8089,肉,flesh; meat; Kangxi radical 130,0.978583
characters,structural,40,322,2,U+43E8,䏨,"to swell up greatly, to swell; a swelling; a boil",0.978583
characters,structural,40,322,3,U+4405,䐅,"the buttocks; the bottom; the rump, to groan; to moan",0.978583
characters,structural,40,322,4,U+8115,脕,character: 脕.,0.978583
characters,structural,40,322,5,U+8193,膓,intestines; emotions; sausage,0.978583
characters,structural,40,322,6,U+8117,脗,"coinciding, agreeing",0.978583
characters,structural,40,322,7,U+6ED5,滕,an ancient state in Shandong province; water bursting forth,0.978583
characters,structural,40,322,8,U+818D,膍,"(Cant.) 膍胵, gizzard and liver of domestic animals",0.978583
characters,structural,40,322,9,U+80A0,肠,intestines; emotions; sausage,0.978583
characters,structural,40,322,10,U+811C,脜,character: 脜.,0.978583
characters,structural,41,152,1,U+3749,㝉,"(same as 宁) space between the throne and the retiring room behind it, to store up; to save up, peaceful, used as a term of comparison",0.946792
characters,structural,41,152,2,U+374D,㝍,(simplified form of 寫) to write; to draw,0.946792
characters,structural,41,152,3,U+375E,㝞,"pretend to be delicate and beautiful, to hang or be hanged, to be in suspension; unfounded",0.946792
characters,structural,41,152,4,U+5B9C,宜,"suitable, right, fitting, proper",0.946792
characters,structural,41,152,5,U+5BE7,寧,"repose, serenity, peace; peaceful",0.878703
characters,structural,41,152,6,U+5B81,宁,"calm, peaceful, serene; healthy",0.878703
characters,structural,41,152,7,U+5B8C,完,"complete, finish, settle; whole",0.860665
characters,structural,41,152,8,U+8D2E,贮,"store, stockpile, hoard",0.84778
characters,structural,41,152,9,U+8CD3,賓,"guest, visitor; surname; submit",0.84778
characters,structural,41,152,10,U+5BA3,宣,"declare, announce, proclaim",0.829743
characters,structural,42,690,1,U+71DA,燚,used in people's names,0.975095
characters,structural,42,690,2,U+70D6,烖,"calamities from Heaven, as floods, famines, pestilence, etc.; misery",0.975095
characters,structural,42,690,3,U+70CF,烏,"crow, rook, raven; black, dark",0.975095
characters,structural,42,690,4,U+70C9,烉,"shining, brilliant, lustrous",0.975095
characters,structural,42,690,5,U+70C3,烃,hydrocarbon,0.975095
characters,structural,42,690,6,U+70BC,炼,"smelt, refine; distill, condense",0.975095
characters,structural,42,690,7,U+7099,炙,"roast, broil; toast; cauterize",0.975095
characters,structural,42,690,8,U+708F,炏,character: 炏.,0.975095
characters,structural,42,690,9,U+3DFA,㷺,character: 㷺.,0.975095
characters,structural,42,690,10,U+3DAB,㶫,"(corrupted form of 燎) to burn, to illuminate; a signal light; brilliant",0.975095
characters,structural,43,248,1,U+4E30,丰,"abundant, lush, bountiful, plenty",0.95551
characters,structural,43,248,2,U+807F,聿,"writing brush, pencil; thereupon; Kangxi radical 129",0.95551
characters,structural,43,248,3,U+5906,夆,resist,0.895642
characters,structural,43,248,4,U+43FA,䏺,to swell; swelling,0.895642
characters,structural,43,248,5,U+34DE,㓞,"to engrave, (interchangeable with U+5951 契) a written contract or agreement",0.891992
characters,structural,43,248,6,U+7F8A,羊,"sheep, goat; Kangxi radical 123",0.873738
characters,structural,43,248,7,U+4E3E,举,"raise, lift up; recommend",0.873738
characters,structural,43,248,8,U+5F57,彗,broomstick; comet,0.854268
characters,structural,43,248,9,U+3DEF,㷯,smoke and dust everywhere; air pollution,0.853598
characters,structural,43,248,10,U+8288,芈,bleat of sheep; surname,0.853598
characters,structural,44,59,1,U+5B9B,宛,"seem, as if, crooked",0.977098
characters,structural,44,59,2,U+5918,夘,fourth earthly branch,0.899428
characters,structural,44,59,3,U+5917,夗,to turn over when asleep,0.899428
characters,structural,44,59,4,U+5376,卶,character: 卶.,0.899428
characters,structural,44,59,5,U+60CC,惌,to bear a grudge against,0.873141
characters,structural,44,59,6,U+60CB,惋,"regret, be sorry; alarmed",0.873141
characters,structural,44,59,7,U+9D77,鵷,"a legendary bird similar to the phoenix, firebird",0.873141
characters,structural,44,59,8,U+9E53,鹓,co-worker,0.873141
characters,structural,44,59,9,U+83C0,菀,luxuriance of growth,0.862361
characters,structural,44,59,10,U+45D5,䗕,"(same as 蜿) bends; turns; curves; turns and twists, to circle; to hover around, a name for the earthworm",0.862361
characters,structural,45,36,1,U+568B,嚋,character: 嚋.,0.997119
characters,structural,45,36,2,U+58FD,壽,"old age, long life; lifespan",0.997119
characters,structural,45,36,3,U+71FE,燾,"shine, illuminate; cover, envelope",0.935974
characters,structural,45,36,4,U+71FD,燽,character: 燽.,0.935974
characters,structural,45,36,5,U+399E,㦞,(same as 懤) grieved; pained; in deep grief; to lament deeply,0.9317
characters,structural,45,36,6,U+74B9,璹,character: 璹.,0.9317
characters,structural,45,36,7,U+61E4,懤,"grieved, pained",0.9317
characters,structural,45,36,8,U+8E8A,躊,"hesitate, falter; smug, self-satisfied",0.927427
characters,structural,45,36,9,U+91BB,醻,"to pledge, thank",0.927427
characters,structural,45,36,10,U+8EC7,軇,character: 軇.,0.927427
characters,structural,46,860,1,U+3829,㠩,"(same as 芒 荒) vast, to reach, dwell, to neglect; to leave completely unattended to",0.964499
characters,structural,46,860,2,U+348F,㒏,character: 㒏.,0.964499
characters,structural,46,860,3,U+4ECE,从,"from, by, since, whence, through",0.964499
characters,structural,46,860,4,U+3453,㑓,character: 㑓.,0.964499
characters,structural,46,860,5,U+50CC,僌,character: 僌.,0.964499
characters,structural,46,860,6,U+501C,倜,raise high; unrestrained,0.964499
characters,structural,46,860,7,U+3459,㑙,frivolous; flippant; capricious; playful,0.964499
characters,structural,46,860,8,U+4F69,佩,"belt ornament, pendant; wear at waist, tie to the belt; respect",0.964499
characters,structural,46,860,9,U+344E,㑎,last name,0.964499
characters,structural,46,860,10,U+5071,偱,character: 偱.,0.964499
characters,structural,47,212,1,U+518F,冏,"(archaic form of U+70AF 炯) light, bright",0.912529
characters,structural,47,212,2,U+3563,㕣,"a marsh at the foot of the hills, (interchangeable 湢 沇) name of a river",0.911286
characters,structural,47,212,3,U+3592,㖒,"(non-classical form of 啼) to cry; to mourn; to howl, to twitter; to crow, to sneeze; a running at the nose",0.911286
characters,structural,47,212,4,U+553A,唺,character: 唺.,0.911286
characters,structural,47,212,5,U+53EA,只,"only, just, simply",0.911286
characters,structural,47,212,6,U+53ED,叭,trumpet,0.911286
characters,structural,47,212,7,U+546E,呮,"to sit; (Cant.) only, merely; a final particle of intimacy",0.911286
characters,structural,47,212,8,U+564C,噌,"scold, shout at",0.911286
characters,structural,47,212,9,U+5546,商,"commerce, business, trade",0.870821
characters,structural,47,212,10,U+889E,袞,ceremonial dress worn by the emperor,0.83707
characters,structural,48,118,1,U+930F,錏,soft steel; ammonium,0.970298
characters,structural,48,118,2,U+91EB,釫,character: 釫.,0.970298
characters,structural,48,118,3,U+9223,鈣,calcium (Ca),0.970298
characters,structural,48,118,4,U+94D4,铔,soft steel; ammonium,0.970298
characters,structural,48,118,5,U+924F,鉏,"hoe; eradicate, eliminate",0.970298
characters,structural,48,118,6,U+925F,鉟,character: 鉟.,0.970298
characters,structural,48,118,7,U+926A,鉪,character: 鉪.,0.970298
characters,structural,48,118,8,U+9215,鈕,"button, knob; surname",0.970298
characters,structural,48,118,9,U+93CE,鏎,character: 鏎.,0.970298
characters,structural,48,118,10,U+9499,钙,"calcium (element 20, Ca)",0.970298
characters,structural,49,313,1,U+9FB9,龹,character: 龹.,0.934364
characters,structural,49,313,2,U+5939,夹,be wedged or inserted between,0.934364
characters,structural,49,313,3,U+4FA0,侠,chivalrous person; knight-errant,0.934364
characters,structural,49,313,4,U+592B,夫,"man, male adult, husband; those",0.931558
characters,structural,49,313,5,U+4F15,伕,common laborer,0.931558
characters,structural,49,313,6,U+4EC1,仁,"humaneness, benevolence, kindness",0.931558
characters,structural,49,313,7,U+3698,㚘,"(interchangeable 伴) a partner; a companion, (same as 赫) bright; luminous, glorious (same as 扶) to support; to prop up; to help",0.931558
characters,structural,49,313,8,U+3435,㐵,Confucianism; scholar,0.931558
characters,structural,49,313,9,U+83D0,菐,a thicket,0.843907
characters,structural,49,313,10,U+50D5,僕,"slave, servant, I",0.843907
characters,structural,50,278,1,U+9A33,騳,"run, race",0.981383
characters,structural,50,278,2,U+9A6B,驫,horses,0.981383
characters,structural,50,278,3,U+4B89,䮉,horses kept at a courier station in former times,0.981383
characters,structural,50,278,4,U+9A12,騒,"harass, bother, annoy, disturb",0.981383
characters,structural,50,278,5,U+99F8,駸,galloping; speeding,0.981383
characters,structural,50,278,6,U+9A2B,騫,"raise, hold high; fly, soar",0.981383
characters,structural,50,278,7,U+9A06,騆,character: 騆.,0.981383
characters,structural,50,278,8,U+9A7F,驿,relay station,0.981383
characters,structural,50,278,9,U+99C2,駂,character: 駂.,0.981383
characters,structural,50,278,10,U+4BB8,䮸,"to move slowly and then swiftly (said of a horse), a swift horse, to neigh",0.981383
characters,structural,51,305,1,U+96D9,雙,"set of two, pair, couple; both",0.963146
characters,structural,51,305,2,U+96BB,隻,"single, one of pair, lone; measure word",0.963146
characters,structural,51,305,3,U+4A07,䨇,"(same as 雙) a pair; a couple; a brace, two; both",0.963146
characters,structural,51,305,4,U+96BE,难,"difficult, arduous, hard; unable",0.963146
characters,structural,51,305,5,U+84A6,蒦,to measure; to calculate,0.85922
characters,structural,51,305,6,U+77CD,矍,look about in fright or alarm,0.855059
characters,structural,51,305,7,U+4084,䂄,to startle; to surprise; to amaze; to look at in surprise,0.855059
characters,structural,51,305,8,U+612F,愯,character: 愯.,0.815531
characters,structural,51,305,9,U+762B,瘫,"paralysis, palsy, numbness",0.81137
characters,structural,51,305,10,U+4A25,䨥,"a pouring rain; to rain hard; to rain cats and dogs, a pair; a couple, two; both, to rain",0.807209
characters,structural,52,270,1,U+53EF,可,"may, can, -able; possibly",0.956681
characters,structural,52,270,2,U+53EE,叮,exhort or enjoin repeatedly,0.956681
characters,structural,52,270,3,U+5475,呵,scold; laughing sound; yawn,0.956681
characters,structural,52,270,4,U+54E5,哥,elder brother,0.956681
characters,structural,52,270,5,U+4E01,丁,"male adult; robust, vigorous; 4th heavenly stem",0.9013
characters,structural,52,270,6,U+4E89,争,"dispute, fight, contend, strive",0.9013
characters,structural,52,270,7,U+4E8D,亍,to take small steps; Korean place name,0.9013
characters,structural,52,270,8,U+36A1,㚡,standing without a straight back,0.898143
characters,structural,52,270,9,U+4400,䐀,to dismember body of the livestock,0.898143
characters,structural,52,270,10,U+5947,奇,"strange, unusual, uncanny, occult",0.898143
characters,structural,53,309,1,U+3858,㡘,"screens; cloth partition; door curtain; door flap, (same as 縑) a kind of fine silk, downy, feathery; featheriness",0.852636
characters,structural,53,309,2,U+9EF9,黹,"embroidery, needlework; Kangxi radical 204",0.852636
characters,structural,53,309,3,U+5E3A,帺,character: 帺.,0.852636
characters,structural,53,309,4,U+3862,㡢,"(a variant of 幔) a curtain, a screen",0.843501
characters,structural,53,309,5,U+3859,㡙,curtain for carriage,0.843501
characters,structural,53,309,6,U+5E03,布,"cotton cloth, textiles, linen",0.843501
characters,structural,53,309,7,U+386A,㡪,"the varnish on the floor, to erase; to obliterate, to scribble",0.843501
characters,structural,53,309,8,U+5DFE,巾,kerchief; towel; turban; Kangxi radical 50,0.843501
characters,structural,53,309,9,U+3852,㡒,"a calico sack for grain, etc.",0.843501
characters,structural,53,309,10,U+3848,㡈,"the ropes attached to the bier and held by mourners, mourning garments, a ceremonial cap for high ministers in old China",0.843501
characters,structural,54,119,1,U+3614,㘔,"eat, to bite, to gnaw, (a dialect) usually at the end of a sentence; tone (of one's speech)",0.934172
characters,structural,54,119,2,U+5633,嘳,character: 嘳.,0.934172
characters,structural,54,119,3,U+5457,呗,final particle of assertion,0.934172
characters,structural,54,119,4,U+8CF3,賳,character: 賳.,0.934172
characters,structural,54,119,5,U+5458,员,"member; personnel, staff member",0.934172
characters,structural,54,119,6,U+5504,唄,final particle of assertion,0.934172
characters,structural,54,119,7,U+54E1,員,"member; personnel, staff member",0.934172
characters,structural,54,119,8,U+7BD4,篔,tall bamboo,0.919111
characters,structural,54,119,9,U+7B7C,筼,tall bamboo,0.919111
characters,structural,54,119,10,U+52CB,勋,meritorious deed; merits; rank,0.793258
characters,structural,55,371,1,U+9BCD,鯍,character: 鯍.,0.977301
characters,structural,55,371,2,U+9C2E,鰮,sardine,0.977301
characters,structural,55,371,3,U+9BDB,鯛,"Pagrosomus major, porgy",0.977301
characters,structural,55,371,4,U+9BEC,鯬,character: 鯬.,0.977301
characters,structural,55,371,5,U+9CB7,鲷,"Pagrosomus major, porgy",0.977301
characters,structural,55,371,6,U+9C4C,鱌,character: 鱌.,0.977301
characters,structural,55,371,7,U+9BBF,鮿,dried fish,0.977301
characters,structural,55,371,8,U+9C28,鰨,sole,0.977301
characters,structural,55,371,9,U+9BBC,鮼,character: 鮼.,0.977301
characters,structural,55,371,10,U+9BB8,鮸,Sciaena albiflora; Otolithoides miiuy,0.977301
characters,structural,56,982,1,U+4E8F,亏,"lose, fail; damage; deficient",0.943555
characters,structural,56,982,2,U+4E94,五,five; surname,0.943555
characters,structural,56,982,3,U+4E90,亐,character: 亐.,0.943555
characters,structural,56,982,4,U+4E9E,亞,Asia; second; used as a prefix to names,0.943555
characters,structural,56,982,5,U+8C55,豕,"a pig, boar; Kangxi radical 152",0.943555
characters,structural,56,982,6,U+43E3,䏣,(same as non-classical form 蛆) maggot,0.943555
characters,structural,56,982,7,U+4E8C,二,two; twice,0.943555
characters,structural,56,982,8,U+897F,西,"west(ern); westward, occident; Kangxi radical 146",0.943555
characters,structural,56,982,9,U+4E4C,乌,"crow, rook, raven; black, dark",0.943555
characters,structural,56,982,10,U+4E35,丵,thick (grass),0.943555
characters,structural,57,168,1,U+752B,甫,"begin; man, father; great; a distance of ten li",0.948243
characters,structural,57,168,2,U+55B8,喸,place name,0.91306
characters,structural,57,168,3,U+54FA,哺,chew food; feed,0.91306
characters,structural,57,168,4,U+535A,博,"gamble, play games; wide, broad",0.905712
characters,structural,57,168,5,U+5C03,尃,"to state to, to announce",0.905712
characters,structural,57,168,6,U+35D8,㗘,to bite the hard and solid food,0.892253
characters,structural,57,168,7,U+8386,莆,a kind of legendary tree,0.854271
characters,structural,57,168,8,U+6D66,浦,"bank of river, shore; surname",0.846923
characters,structural,57,168,9,U+84AA,蒪,character: 蒪.,0.83967
characters,structural,57,168,10,U+94FA,铺,"shop, store; place sleep, bed",0.834063
characters,structural,58,447,1,U+66FE,曾,already; sign of past,0.900454
characters,structural,58,447,2,U+4E37,丷,"“ears-out” component used in some Chinese characters (e.g. U+5151 兑); archaic form of U+516B 八; kwukyel, an archaic hanja-based writing system used in Korea before the invention of hangul",0.900454
characters,structural,58,447,3,U+777F,睿,"shrewd, astute, clever, keen",0.900454
characters,structural,58,447,4,U+5F1F,弟,"young brother; junior; I, me",0.900454
characters,structural,58,447,5,U+516B,八,"eight; all around, all sides",0.900454
characters,structural,58,447,6,U+440C,䐌,"(ancient form of 腆) luxuriant; abundant; rich; plentiful of food, brazen-faced; shameless, good; virtuous, protruding, as belly, etc., to go to excess",0.900454
characters,structural,58,447,7,U+4987,䦇,(ancient form of 髻) dressed hair of a Chinese woman; a coiffure with a topknot,0.900454
characters,structural,58,447,8,U+5178,典,"law, canon; documentation; classic, scripture",0.900454
characters,structural,58,447,9,U+342E,㐮,"(same as 襄) to help; to assist, to achieve, to rise; to raise",0.796253
characters,structural,58,447,10,U+516D,六,number six,0.796253
characters,structural,59,263,1,U+7534,甴,(Cant.) cockroach,0.970004
characters,structural,59,263,2,U+9B32,鬲,type of caldron with three hollow legs; name of a state; Kangxi radical 193,0.970004
characters,structural,59,263,3,U+8980,覀,variant of Kangxi radical 146,0.970004
characters,structural,59,263,4,U+7968,票,slip of paper or bamboo; ticket,0.904402
characters,structural,59,263,5,U+560C,嘌,"fast, speedy",0.904402
characters,structural,59,263,6,U+35DA,㗚,vexingly verbose or wordy; prosy; complicated; annoying,0.877971
characters,structural,59,263,7,U+6817,栗,"chestnut tree, chestnuts; surname",0.877971
characters,structural,59,263,8,U+4675,䙵,"rustic; low; mean, to despise, family name",0.875672
characters,structural,59,263,9,U+5819,堙,"bury; dam, block up",0.875672
characters,structural,59,263,10,U+35B6,㖶,"(same as 捗) to swallow; to gulp, to be choked with food, (same as 諲) respectful; venerable",0.875672
characters,semantic,0,6914,1,U+3403,㐃,character: 㐃.,1.0
characters,semantic,0,6914,2,U+833D,茽,character: 茽.,1.0
characters,semantic,0,6914,3,U+833B,茻,character: 茻.,1.0
characters,semantic,0,6914,4,U+8330,茰,character: 茰.,1.0
characters,semantic,0,6914,5,U+832E,茮,character: 茮.,1.0
characters,semantic,0,6914,6,U+832A,茪,character: 茪.,1.0
characters,semantic,0,6914,7,U+8325,茥,character: 茥.,1.0
characters,semantic,0,6914,8,U+8324,茤,character: 茤.,1.0
characters,semantic,0,6914,9,U+8321,茡,character: 茡.,1.0
characters,semantic,0,6914,10,U+831F,茟,character: 茟.,1.0
characters,semantic,1,239,1,U+3A0B,㨋,to beat; to strike; to attach,0.953207
characters,semantic,1,239,2,U+3A83,㪃,to thump; to beat; to strike; to attack,0.945244
characters,semantic,1,239,3,U+3AAE,㪮,to beat; to attack; to strike,0.940648
characters,semantic,1,239,4,U+64DC,擜,to beat; to strike; to attack,0.94004
characters,semantic,1,239,5,U+3A0F,㨏,to beat; to strike; to attack,0.94004
characters,semantic,1,239,6,U+3AA7,㪧,to beat; to strike; to attack,0.94004
characters,semantic,1,239,7,U+3A02,㨂,to beat; to strike; to attack,0.94004
characters,semantic,1,239,8,U+3A6C,㩬,to beat; to strike; to attack,0.94004
characters,semantic,1,239,9,U+3A75,㩵,to beat; to strike; to attack,0.94004
characters,semantic,1,239,10,U+3A4B,㩋,"to beat; to strike; to attack, sound of beating or hitting, a handle; a hold; to hold; to take, to guard; to watch over",0.937322
characters,semantic,2,372,1,U+3501,㔁,a kind of tool; a hook; a barb; a sickle,0.892552
characters,semantic,2,372,2,U+9482,钂,an ancient weapon resembling a pitchfork,0.886334
characters,semantic,2,372,3,U+3B6D,㭭,"a kind of tree, a harrow; a drag, a written contract or agreement; a bond; a deed, handles of spears or lances used in ancient times",0.884301
characters,semantic,2,372,4,U+945A,鑚,"drill, bore; pierce; diamond",0.881127
characters,semantic,2,372,5,U+3B4F,㭏,"(simplified form of 椲) a kind of wood (used as a kind of material to make basin and bowl, etc.); (same as 楎) a peg for hanging things on, a clothes-horse",0.880474
characters,semantic,2,372,6,U+6932,椲,"(simplified form of 椲) a kind of wood (used as a kind of material to make basin and bowl, etc.); (same as 楎) a peg for hanging things on, a clothes-horse",0.880474
characters,semantic,2,372,7,U+93E6,鏦,a short spear,0.878909
characters,semantic,2,372,8,U+9364,鍤,"spade, shovel; marking pin",0.878552
characters,semantic,2,372,9,U+9538,锸,"spade, shovel; marking pin",0.878552
characters,semantic,2,372,10,U+3B97,㮗,(same as 矜) the handle of a spear,0.877823
characters,semantic,3,390,1,U+44D8,䓘,"a kind of plant, name of a variety of grass",0.958445
characters,semantic,3,390,2,U+449C,䒜,"name of a variety of grass, a kind of herb",0.944813
characters,semantic,3,390,3,U+839B,莛,"stalks of grasses, etc.",0.935383
characters,semantic,3,390,4,U+6959,楙,name of plant; lush,0.934049
characters,semantic,3,390,5,U+44F6,䓶,(same as 藾) a kind of plant; a kind of herb,0.932098
characters,semantic,3,390,6,U+4530,䔰,(variant of 葍) name of a variety of grass; perennial; creeping plants,0.929515
characters,semantic,3,390,7,U+4573,䕳,name of a variety of grass,0.926149
characters,semantic,3,390,8,U+44E3,䓣,name of a variety of grass,0.926149
characters,semantic,3,390,9,U+44E2,䓢,name of a variety of grass,0.926149
characters,semantic,3,390,10,U+4576,䕶,name of a variety of grass,0.926149
characters,semantic,4,252,1,U+3C9F,㲟,hair,0.912409
characters,semantic,4,252,2,U+4BF9,䯹,hair,0.912409
characters,semantic,4,252,3,U+4BFB,䯻,dressed hair,0.908696
characters,semantic,4,252,4,U+36F2,㛲,"(same as 髮) the hair on the human head, hairbreadth; hair's-breadth",0.90462
characters,semantic,4,252,5,U+9AF4,髴,disheveled hair; similar to,0.904381
characters,semantic,4,252,6,U+6BDB,毛,"hair, fur, feathers; coarse",0.901163
characters,semantic,4,252,7,U+4BF2,䯲,"a coiffure with a topknot, dishevelled hair",0.896904
characters,semantic,4,252,8,U+9AFD,髽,to dress the hair,0.896662
characters,semantic,4,252,9,U+9AEA,髪,hair,0.896278
characters,semantic,4,252,10,U+4BFF,䯿,"a coiffure with a topknot, hairy, dishevelled hair",0.895827
characters,semantic,5,414,1,U+3A0A,㨊,"to discard; to reject; to abandon, to feel; to stroke, to sort out the divining stalks, to drop; to lose; to fall off, to weigh; to measure weight",0.886638
characters,semantic,5,414,2,U+5C05,尅,"subdue, destroy, overcome",0.885487
characters,semantic,5,414,3,U+6222,戢,to put away; to cease; store up,0.885325
characters,semantic,5,414,4,U+63EE,揮,direct; wipe away; squander,0.882308
characters,semantic,5,414,5,U+52E6,勦,"destroy, exterminate, annihilate",0.879298
characters,semantic,5,414,6,U+752A,甪,"to loose, take off, get rid of",0.878988
characters,semantic,5,414,7,U+6BB1,殱,"annihilate, wipe out, kill off",0.876851
characters,semantic,5,414,8,U+3C70,㱰,"to destroy; to ruin, to put off",0.875055
characters,semantic,5,414,9,U+6B7C,歼,"annihilate, wipe out, kill off",0.874834
characters,semantic,5,414,10,U+470F,䜏,"to withdraw; to decline, clever",0.873004
characters,semantic,6,302,1,U+4932,䤲,chemical element; (鍶) old translation; Sr,0.852745
characters,semantic,6,302,2,U+40A3,䂣,a kind of mineral,0.831836
characters,semantic,6,302,3,U+948C,钌,"ruthenium (element 44, Ru)",0.829292
characters,semantic,6,302,4,U+91D5,釕,"ruthenium (element 44, Ru)",0.829292
characters,semantic,6,302,5,U+94B7,钷,"promethium (element 61, Pm)",0.81662
characters,semantic,6,302,6,U+9255,鉕,"promethium (element 145, Pm)",0.815231
characters,semantic,6,302,7,U+791E,礞,mineral,0.81075
